=== STDOUT ===
Parseo exitoso
SequentialFile scanAll
id	dni	nombre	edad	genero	altura	
----------------------------------------
1001	10001000	Persona10	50	M	1.500000	
1002	10001001	Persona10	50	F	1.510000	
1003	10001002	Persona10	50	M	1.520000	
1004	10001003	Persona10	50	F	1.530000	
1005	10001004	Persona10	50	M	1.540000	
1006	10001005	Persona10	50	F	1.550000	
1007	10001006	Persona10	50	M	1.560000	
1008	10001007	Persona10	50	F	1.570000	
1009	10001008	Persona10	50	M	1.580000	
1010	10001009	Persona10	50	F	1.590000	
1011	10001010	Persona10	50	M	1.600000	
1012	10001011	Persona10	50	F	1.610000	
1013	10001012	Persona10	50	M	1.620000	
1014	10001013	Persona10	50	F	1.630000	
1015	10001014	Persona10	50	M	1.640000	
1016	10001015	Persona10	50	F	1.650000	
1017	10001016	Persona10	50	M	1.660000	
1018	10001017	Persona10	50	F	1.670000	
1019	10001018	Persona10	50	M	1.680000	
1020	10001019	Persona10	50	F	1.690000	
1021	10001020	Persona10	50	M	1.700000	
1022	10001021	Persona10	50	F	1.710000	
1023	10001022	Persona10	50	M	1.720000	
1024	10001023	Persona10	50	F	1.730000	
1025	10001024	Persona10	50	M	1.740000	
1026	10001025	Persona10	50	F	1.750000	
1027	10001026	Persona10	50	M	1.760000	
1028	10001027	Persona10	50	F	1.770000	
1029	10001028	Persona10	50	M	1.780000	
1030	10001029	Persona10	50	F	1.790000	
1031	10001030	Persona10	50	M	1.800000	
1032	10001031	Persona10	50	F	1.810000	
1033	10001032	Persona10	50	M	1.820000	
1034	10001033	Persona10	50	F	1.830000	
1035	10001034	Persona10	50	M	1.840000	
1036	10001035	Persona10	50	F	1.850000	
1037	10001036	Persona10	50	M	1.860000	
1038	10001037	Persona10	50	F	1.870000	
1039	10001038	Persona10	50	M	1.880000	
1040	10001039	Persona10	50	F	1.890000	
1041	10001040	Persona10	50	M	1.900000	
1042	10001041	Persona10	50	F	1.910000	
1043	10001042	Persona10	50	M	1.920000	
1044	10001043	Persona10	50	F	1.930000	
1045	10001044	Persona10	50	M	1.940000	
1046	10001045	Persona10	50	F	1.950000	
1047	10001046	Persona10	50	M	1.960000	
1048	10001047	Persona10	50	F	1.970000	
1049	10001048	Persona10	50	M	1.980000	
1050	10001049	Persona10	50	F	1.990000	
1051	10001050	Persona10	50	M	1.500000	
1052	10001051	Persona10	50	F	1.510000	
1053	10001052	Persona10	50	M	1.520000	
1054	10001053	Persona10	50	F	1.530000	
1055	10001054	Persona10	50	M	1.540000	
1056	10001055	Persona10	50	F	1.550000	
1057	10001056	Persona10	50	M	1.560000	
1058	10001057	Persona10	50	F	1.570000	
1059	10001058	Persona10	50	M	1.580000	
1060	10001059	Persona10	50	F	1.590000	
1061	10001060	Persona10	50	M	1.600000	
1062	10001061	Persona10	50	F	1.610000	
1063	10001062	Persona10	50	M	1.620000	
1064	10001063	Persona10	50	F	1.630000	
1065	10001064	Persona10	50	M	1.640000	
1066	10001065	Persona10	50	F	1.650000	
1067	10001066	Persona10	50	M	1.660000	
1068	10001067	Persona10	50	F	1.670000	
1069	10001068	Persona10	50	M	1.680000	
1070	10001069	Persona10	50	F	1.690000	
1071	10001070	Persona10	50	M	1.700000	
1072	10001071	Persona10	50	F	1.710000	
1073	10001072	Persona10	50	M	1.720000	
1074	10001073	Persona10	50	F	1.730000	
1075	10001074	Persona10	50	M	1.740000	
1076	10001075	Persona10	50	F	1.750000	
1077	10001076	Persona10	50	M	1.760000	
1078	10001077	Persona10	50	F	1.770000	
1079	10001078	Persona10	50	M	1.780000	
1080	10001079	Persona10	50	F	1.790000	
1081	10001080	Persona10	50	M	1.800000	
1082	10001081	Persona10	50	F	1.810000	
1083	10001082	Persona10	50	M	1.820000	
1084	10001083	Persona10	50	F	1.830000	
1085	10001084	Persona10	50	M	1.840000	
1086	10001085	Persona10	50	F	1.850000	
1087	10001086	Persona10	50	M	1.860000	
1088	10001087	Persona10	50	F	1.870000	
1089	10001088	Persona10	50	M	1.880000	
1090	10001089	Persona10	50	F	1.890000	
1091	10001090	Persona10	50	M	1.900000	
1092	10001091	Persona10	50	F	1.910000	
1093	10001092	Persona10	50	M	1.920000	
1094	10001093	Persona10	50	F	1.930000	
1095	10001094	Persona10	50	M	1.940000	
1096	10001095	Persona10	50	F	1.950000	
1097	10001096	Persona10	50	M	1.960000	
1098	10001097	Persona10	50	F	1.970000	
1099	10001098	Persona10	50	M	1.980000	
1100	10001099	Persona10	50	F	1.990000	
1101	10001100	Persona11	50	M	1.500000	
1102	10001101	Persona11	50	F	1.510000	
1103	10001102	Persona11	50	M	1.520000	
1104	10001103	Persona11	50	F	1.530000	
1105	10001104	Persona11	50	M	1.540000	
1106	10001105	Persona11	50	F	1.550000	
1107	10001106	Persona11	50	M	1.560000	
1108	10001107	Persona11	50	F	1.570000	
1109	10001108	Persona11	50	M	1.580000	
1110	10001109	Persona11	50	F	1.590000	
1111	10001110	Persona11	50	M	1.600000	
1112	10001111	Persona11	50	F	1.610000	
1113	10001112	Persona11	50	M	1.620000	
1114	10001113	Persona11	50	F	1.630000	
1115	10001114	Persona11	50	M	1.640000	
1116	10001115	Persona11	50	F	1.650000	
1117	10001116	Persona11	50	M	1.660000	
1118	10001117	Persona11	50	F	1.670000	
1119	10001118	Persona11	50	M	1.680000	
1120	10001119	Persona11	50	F	1.690000	
1121	10001120	Persona11	50	M	1.700000	
1122	10001121	Persona11	50	F	1.710000	
1123	10001122	Persona11	50	M	1.720000	
1124	10001123	Persona11	50	F	1.730000	
1125	10001124	Persona11	50	M	1.740000	
1126	10001125	Persona11	50	F	1.750000	
1127	10001126	Persona11	50	M	1.760000	
1128	10001127	Persona11	50	F	1.770000	
1129	10001128	Persona11	50	M	1.780000	
1130	10001129	Persona11	50	F	1.790000	
1131	10001130	Persona11	50	M	1.800000	
1132	10001131	Persona11	50	F	1.810000	
1133	10001132	Persona11	50	M	1.820000	
1134	10001133	Persona11	50	F	1.830000	
1135	10001134	Persona11	50	M	1.840000	
1136	10001135	Persona11	50	F	1.850000	
1137	10001136	Persona11	50	M	1.860000	
1138	10001137	Persona11	50	F	1.870000	
1139	10001138	Persona11	50	M	1.880000	
1140	10001139	Persona11	50	F	1.890000	
1141	10001140	Persona11	50	M	1.900000	
1142	10001141	Persona11	50	F	1.910000	
1143	10001142	Persona11	50	M	1.920000	
1144	10001143	Persona11	50	F	1.930000	
1145	10001144	Persona11	50	M	1.940000	
1146	10001145	Persona11	50	F	1.950000	
1147	10001146	Persona11	50	M	1.960000	
1148	10001147	Persona11	50	F	1.970000	
1149	10001148	Persona11	50	M	1.980000	
1150	10001149	Persona11	50	F	1.990000	
1151	10001150	Persona11	50	M	1.500000	
1152	10001151	Persona11	50	F	1.510000	
1153	10001152	Persona11	50	M	1.520000	
1154	10001153	Persona11	50	F	1.530000	
1155	10001154	Persona11	50	M	1.540000	
1156	10001155	Persona11	50	F	1.550000	
1157	10001156	Persona11	50	M	1.560000	
1158	10001157	Persona11	50	F	1.570000	
1159	10001158	Persona11	50	M	1.580000	
1160	10001159	Persona11	50	F	1.590000	
1161	10001160	Persona11	50	M	1.600000	
1162	10001161	Persona11	50	F	1.610000	
1163	10001162	Persona11	50	M	1.620000	
1164	10001163	Persona11	50	F	1.630000	
1165	10001164	Persona11	50	M	1.640000	
1166	10001165	Persona11	50	F	1.650000	
1167	10001166	Persona11	50	M	1.660000	
1168	10001167	Persona11	50	F	1.670000	
1169	10001168	Persona11	50	M	1.680000	
1170	10001169	Persona11	50	F	1.690000	
1171	10001170	Persona11	50	M	1.700000	
1172	10001171	Persona11	50	F	1.710000	
1173	10001172	Persona11	50	M	1.720000	
1174	10001173	Persona11	50	F	1.730000	
1175	10001174	Persona11	50	M	1.740000	
1176	10001175	Persona11	50	F	1.750000	
1177	10001176	Persona11	50	M	1.760000	
1178	10001177	Persona11	50	F	1.770000	
1179	10001178	Persona11	50	M	1.780000	
1180	10001179	Persona11	50	F	1.790000	
1181	10001180	Persona11	50	M	1.800000	
1182	10001181	Persona11	50	F	1.810000	
1183	10001182	Persona11	50	M	1.820000	
1184	10001183	Persona11	50	F	1.830000	
1185	10001184	Persona11	50	M	1.840000	
1186	10001185	Persona11	50	F	1.850000	
1187	10001186	Persona11	50	M	1.860000	
1188	10001187	Persona11	50	F	1.870000	
1189	10001188	Persona11	50	M	1.880000	
1190	10001189	Persona11	50	F	1.890000	
1191	10001190	Persona11	50	M	1.900000	
1192	10001191	Persona11	50	F	1.910000	
1193	10001192	Persona11	50	M	1.920000	
1194	10001193	Persona11	50	F	1.930000	
1195	10001194	Persona11	50	M	1.940000	
